pl_name,pl_rade,pl_masse,pl_radj,pl_massj,st_dist,pl_disc,pl_telescope,pl_eqt
Kepler-242 b,2.610,,0.233,,,2014,0.95 m Kepler Telescope,
Kepler-242 c,2.000,,0.178,,,2014,0.95 m Kepler Telescope,
Kepler-243 b,2.450,,0.219,,,2014,0.95 m Kepler Telescope,
Kepler-243 c,1.990,,0.178,,,2014,0.95 m Kepler Telescope,
Kepler-244 b,2.760,,0.246,,,2014,0.95 m Kepler Telescope,
Kepler-244 c,2.050,,0.183,,,2014,0.95 m Kepler Telescope,
Kepler-244 d,2.310,,0.206,,,2014,0.95 m Kepler Telescope,
Kepler-245 b,2.570,,0.229,,,2014,0.95 m Kepler Telescope,
Kepler-245 c,2.180,,0.194,,,2014,0.95 m Kepler Telescope,
Kepler-245 d,3.030,,0.270,,,2014,0.95 m Kepler Telescope,
Kepler-246 b,2.340,,0.209,,,2014,0.95 m Kepler Telescope,
Kepler-246 c,1.500,,0.134,,,2014,0.95 m Kepler Telescope,
Kepler-247 b,1.640,,0.146,,,2014,0.95 m Kepler Telescope,
Kepler-247 c,4.090,,0.365,,,2014,0.95 m Kepler Telescope,
Kepler-247 d,3.940,,0.352,,,2014,0.95 m Kepler Telescope,
Kepler-248 b,3.020,,0.269,,,2014,0.95 m Kepler Telescope,
Kepler-248 c,4.070,,0.363,,,2014,0.95 m Kepler Telescope,
Kepler-249 b,1.090,,0.097,,,2014,0.95 m Kepler Telescope,
Kepler-249 c,1.510,,0.135,,,2014,0.95 m Kepler Telescope,
Kepler-249 d,1.570,,0.140,,,2014,0.95 m Kepler Telescope,
Kepler-25 b,2.600,4036.30000,0.232,12.70000,,2011,0.95 m Kepler Telescope,
Kepler-25 c,4.500,1322.12000,0.401,4.16000,,2011,0.95 m Kepler Telescope,
Kepler-25 d,,89.90000,,0.28300,,2014,0.95 m Kepler Telescope,
Kepler-250 b,1.130,,0.101,,,2014,0.95 m Kepler Telescope,
Kepler-250 c,2.280,,0.203,,,2014,0.95 m Kepler Telescope,
Kepler-250 d,2.180,,0.194,,,2014,0.95 m Kepler Telescope,
Kepler-251 b,1.330,,0.119,,,2014,0.95 m Kepler Telescope,
Kepler-251 c,2.770,,0.247,,,2014,0.95 m Kepler Telescope,
Kepler-251 d,2.770,,0.247,,,2014,0.95 m Kepler Telescope,
Kepler-251 e,2.770,,0.247,,,2014,0.95 m Kepler Telescope,
Kepler-252 b,1.230,,0.110,,,2014,0.95 m Kepler Telescope,
Kepler-252 c,2.150,,0.192,,,2014,0.95 m Kepler Telescope,
Kepler-253 b,1.630,,0.145,,,2014,0.95 m Kepler Telescope,
Kepler-253 c,2.650,,0.236,,,2014,0.95 m Kepler Telescope,
Kepler-253 d,3.170,,0.283,,,2014,0.95 m Kepler Telescope,
Kepler-254 b,3.870,,0.345,,,2014,0.95 m Kepler Telescope,
Kepler-254 c,2.150,,0.192,,,2014,0.95 m Kepler Telescope,
Kepler-254 d,2.500,,0.223,,,2014,0.95 m Kepler Telescope,
Kepler-255 b,1.550,,0.138,,,2014,0.95 m Kepler Telescope,
Kepler-255 c,2.990,,0.267,,,2014,0.95 m Kepler Telescope,
Kepler-256 b,1.590,,0.142,,,2014,0.95 m Kepler Telescope,
Kepler-256 c,2.150,,0.192,,,2014,0.95 m Kepler Telescope,
Kepler-256 d,2.480,,0.221,,,2014,0.95 m Kepler Telescope,
Kepler-256 e,2.350,,0.210,,,2014,0.95 m Kepler Telescope,
Kepler-257 b,2.610,,0.233,,,2014,0.95 m Kepler Telescope,
Kepler-257 c,5.410,,0.483,,,2014,0.95 m Kepler Telescope,
Kepler-257 d,4.950,,0.442,,,2014,0.95 m Kepler Telescope,
Kepler-258 b,4.060,,0.362,,,2014,0.95 m Kepler Telescope,
Kepler-258 c,3.610,,0.322,,,2014,0.95 m Kepler Telescope,
Kepler-259 b,2.800,,0.250,,,2014,0.95 m Kepler Telescope,
Kepler-259 c,2.700,,0.241,,,2014,0.95 m Kepler Telescope,
Kepler-26 b,3.600,120.77000,0.321,0.38000,,2011,0.95 m Kepler Telescope,
Kepler-26 c,3.600,119.18100,0.321,0.37500,,2011,0.95 m Kepler Telescope,
Kepler-26 d,1.070,,0.095,,,2014,0.95 m Kepler Telescope,
Kepler-26 e,2.410,,0.215,,,2014,0.95 m Kepler Telescope,
Kepler-260 b,2.010,,0.179,,,2014,0.95 m Kepler Telescope,
Kepler-260 c,1.740,,0.155,,,2014,0.95 m Kepler Telescope,
Kepler-261 b,2.180,,0.194,,,2014,0.95 m Kepler Telescope,
Kepler-261 c,2.000,,0.178,,,2014,0.95 m Kepler Telescope,
Kepler-262 b,1.360,,0.121,,,2014,0.95 m Kepler Telescope,
Kepler-262 c,1.640,,0.146,,,2014,0.95 m Kepler Telescope,
Kepler-263 b,2.670,,0.238,,,2014,0.95 m Kepler Telescope,
Kepler-263 c,2.470,,0.220,,,2014,0.95 m Kepler Telescope,
Kepler-264 b,3.330,,0.297,,,2014,0.95 m Kepler Telescope,
Kepler-264 c,2.830,,0.252,,,2014,0.95 m Kepler Telescope,
Kepler-265 b,1.860,,0.166,,,2014,0.95 m Kepler Telescope,
Kepler-265 c,2.630,,0.235,,,2014,0.95 m Kepler Telescope,
Kepler-265 d,2.490,,0.222,,,2014,0.95 m Kepler Telescope,
Kepler-265 e,2.590,,0.231,,,2014,0.95 m Kepler Telescope,
Kepler-266 b,2.480,,0.221,,,2014,0.95 m Kepler Telescope,
Kepler-266 c,3.890,,0.347,,,2014,0.95 m Kepler Telescope,
Kepler-267 b,1.980,,0.177,,,2014,0.95 m Kepler Telescope,
Kepler-267 c,2.130,,0.190,,,2014,0.95 m Kepler Telescope,
Kepler-267 d,2.270,,0.203,,,2014,0.95 m Kepler Telescope,
Kepler-268 b,2.550,,0.227,,,2014,0.95 m Kepler Telescope,
Kepler-268 c,3.380,,0.302,,,2014,0.95 m Kepler Telescope,
Kepler-269 b,2.470,,0.220,,,2014,0.95 m Kepler Telescope,
Kepler-269 c,1.690,,0.151,,,2014,0.95 m Kepler Telescope,
Kepler-27 b,4.000,2895.31000,0.357,9.11000,,2011,0.95 m Kepler Telescope,
Kepler-27 c,4.900,4385.87000,0.437,13.80000,,2011,0.95 m Kepler Telescope,
Kepler-270 b,2.010,,0.179,,,2014,0.95 m Kepler Telescope,
Kepler-270 c,1.770,,0.158,,,2014,0.95 m Kepler Telescope,
Kepler-271 b,0.890,,0.079,,,2014,0.95 m Kepler Telescope,
Kepler-271 c,1.000,,0.089,,,2014,0.95 m Kepler Telescope,
Kepler-272 b,1.430,,0.128,,,2014,0.95 m Kepler Telescope,
Kepler-272 c,1.790,,0.160,,,2014,0.95 m Kepler Telescope,
Kepler-272 d,2.250,,0.201,,,2014,0.95 m Kepler Telescope,
Kepler-273 b,1.500,,0.134,,,2014,0.95 m Kepler Telescope,
Kepler-273 c,1.980,,0.177,,,2014,0.95 m Kepler Telescope,
Kepler-274 b,1.540,,0.137,,,2014,0.95 m Kepler Telescope,
Kepler-274 c,1.840,,0.164,,,2014,0.95 m Kepler Telescope,
Kepler-275 b,2.340,,0.209,,,2014,0.95 m Kepler Telescope,
Kepler-275 c,3.380,,0.302,,,2014,0.95 m Kepler Telescope,
Kepler-275 d,3.330,,0.297,,,2014,0.95 m Kepler Telescope,
Kepler-276 b,2.870,,0.256,,,2014,0.95 m Kepler Telescope,
Kepler-276 c,2.900,16.60000,0.259,0.05200,,2013,0.95 m Kepler Telescope,
Kepler-276 d,2.800,16.30000,0.250,0.05100,,2013,0.95 m Kepler Telescope,
Kepler-277 b,2.920,87.30000,0.261,0.27500,,2013,0.95 m Kepler Telescope,
Kepler-277 c,3.360,64.20000,0.300,0.20200,,2013,0.95 m Kepler Telescope,
Kepler-278 b,4.070,,0.363,,,2014,0.95 m Kepler Telescope,
Kepler-278 c,3.590,,0.320,,,2014,0.95 m Kepler Telescope,
Kepler-279 b,3.620,,0.323,,,2014,0.95 m Kepler Telescope,
Kepler-279 c,4.300,49.40000,0.384,0.15500,,2013,0.95 m Kepler Telescope,
Kepler-279 d,3.100,37.50000,0.277,0.11800,,2013,0.95 m Kepler Telescope,
Kepler-28 b,3.600,479.90000,0.321,1.51000,,2011,0.95 m Kepler Telescope,
Kepler-28 c,3.400,432.23000,0.303,1.36000,,2011,0.95 m Kepler Telescope,
Kepler-280 b,1.450,,0.129,,,2014,0.95 m Kepler Telescope,
Kepler-280 c,2.010,,0.179,,,2014,0.95 m Kepler Telescope,
Kepler-281 b,2.820,,0.252,,,2014,0.95 m Kepler Telescope,
Kepler-281 c,5.310,,0.474,,,2014,0.95 m Kepler Telescope,
Kepler-282 b,1.010,,0.090,,,2014,0.95 m Kepler Telescope,
Kepler-282 c,1.200,,0.107,,,2014,0.95 m Kepler Telescope,
Kepler-282 d,2.460,61.00000,0.219,0.19200,,2013,0.95 m Kepler Telescope,
Kepler-282 e,3.100,56.20000,0.277,0.17700,,2013,0.95 m Kepler Telescope,
Kepler-283 b,2.130,,0.190,,,2014,0.95 m Kepler Telescope,
Kepler-283 c,1.820,,0.162,,,2014,0.95 m Kepler Telescope,
Kepler-284 b,2.240,,0.200,,,2014,0.95 m Kepler Telescope,
Kepler-284 c,2.610,,0.233,,,2014,0.95 m Kepler Telescope,
Kepler-285 b,1.340,,0.120,,,2014,0.95 m Kepler Telescope,
Kepler-285 c,1.120,,0.100,,,2014,0.95 m Kepler Telescope,
Kepler-286 b,1.240,,0.111,,,2014,0.95 m Kepler Telescope,
Kepler-286 c,1.370,,0.122,,,2014,0.95 m Kepler Telescope,
Kepler-286 d,1.330,,0.119,,,2014,0.95 m Kepler Telescope,
Kepler-286 e,1.770,,0.158,,,2014,0.95 m Kepler Telescope,
Kepler-287 b,2.330,,0.208,,,2014,0.95 m Kepler Telescope,
Kepler-287 c,3.260,,0.291,,,2014,0.95 m Kepler Telescope,
Kepler-288 b,1.670,,0.149,,,2014,0.95 m Kepler Telescope,
Kepler-288 c,2.850,,0.254,,,2014,0.95 m Kepler Telescope,
Kepler-288 d,2.670,,0.238,,,2014,0.95 m Kepler Telescope,
Kepler-289 b,2.150,7.30000,0.192,0.02300,700.00,2014,0.95 m Kepler Telescope,
Kepler-289 c,11.590,132.00000,1.034,0.42000,700.00,2014,0.95 m Kepler Telescope,
Kepler-289 d,2.680,4.00000,0.239,0.01300,700.00,2014,0.95 m Kepler Telescope,
Kepler-29 b,3.600,127.10000,0.321,0.40000,1400.00,2011,0.95 m Kepler Telescope,
Kepler-29 c,2.900,95.30000,0.259,0.30000,1400.00,2011,0.95 m Kepler Telescope,
Kepler-290 b,2.250,,0.201,,,2014,0.95 m Kepler Telescope,
Kepler-290 c,2.700,,0.241,,,2014,0.95 m Kepler Telescope,
Kepler-291 b,2.160,,0.193,,,2014,0.95 m Kepler Telescope,
Kepler-291 c,1.880,,0.168,,,2014,0.95 m Kepler Telescope,
Kepler-292 b,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-292 c,1.470,,0.131,,,2014,0.95 m Kepler Telescope,
Kepler-292 d,2.230,,0.199,,,2014,0.95 m Kepler Telescope,
Kepler-292 e,2.670,,0.238,,,2014,0.95 m Kepler Telescope,
Kepler-292 f,2.350,,0.210,,,2014,0.95 m Kepler Telescope,
Kepler-293 b,3.070,,0.274,,,2014,0.95 m Kepler Telescope,
Kepler-293 c,3.830,,0.342,,,2014,0.95 m Kepler Telescope,
Kepler-294 b,1.770,,0.158,,,2014,0.95 m Kepler Telescope,
Kepler-294 c,2.710,,0.242,,,2014,0.95 m Kepler Telescope,
Kepler-295 b,1.220,,0.109,,,2014,0.95 m Kepler Telescope,
Kepler-295 c,1.170,,0.104,,,2014,0.95 m Kepler Telescope,
Kepler-295 d,1.360,,0.121,,,2014,0.95 m Kepler Telescope,
Kepler-296 b,1.610,,0.144,,226.00,2014,0.95 m Kepler Telescope,
Kepler-296 c,2.000,,0.178,,226.00,2014,0.95 m Kepler Telescope,
Kepler-296 d,2.090,,0.186,,226.00,2014,0.95 m Kepler Telescope,
Kepler-296 e,1.530,,0.136,,226.00,2014,0.95 m Kepler Telescope,
Kepler-296 f,1.800,,0.161,,226.00,2014,0.95 m Kepler Telescope,
Kepler-297 b,2.870,,0.256,,,2014,0.95 m Kepler Telescope,
Kepler-297 c,6.540,,0.583,,,2014,0.95 m Kepler Telescope,
Kepler-298 b,1.960,,0.175,,,2014,0.95 m Kepler Telescope,
Kepler-298 c,1.930,,0.172,,,2014,0.95 m Kepler Telescope,
Kepler-298 d,2.500,,0.223,,,2014,0.95 m Kepler Telescope,
Kepler-299 b,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-299 c,2.650,,0.236,,,2014,0.95 m Kepler Telescope,
Kepler-299 d,1.860,,0.166,,,2014,0.95 m Kepler Telescope,
Kepler-299 e,1.870,,0.167,,,2014,0.95 m Kepler Telescope,
Kepler-30 b,3.900,11.30000,0.348,0.03600,1400.00,2012,0.95 m Kepler Telescope,
Kepler-30 c,12.300,640.00000,1.097,2.01000,1400.00,2012,0.95 m Kepler Telescope,
Kepler-30 d,8.800,23.10000,0.785,0.07300,1400.00,2012,0.95 m Kepler Telescope,
Kepler-300 b,1.670,,0.149,,,2014,0.95 m Kepler Telescope,
Kepler-300 c,2.250,,0.201,,,2014,0.95 m Kepler Telescope,
Kepler-301 b,1.350,,0.120,,,2014,0.95 m Kepler Telescope,
Kepler-301 c,1.350,,0.120,,,2014,0.95 m Kepler Telescope,
Kepler-301 d,1.750,,0.156,,,2014,0.95 m Kepler Telescope,
Kepler-302 b,4.060,,0.362,,,2014,0.95 m Kepler Telescope,
Kepler-302 c,12.450,,1.111,,,2014,0.95 m Kepler Telescope,
Kepler-303 b,0.890,,0.079,,,2014,0.95 m Kepler Telescope,
Kepler-303 c,1.140,,0.102,,,2014,0.95 m Kepler Telescope,
Kepler-304 b,2.860,,0.255,,,2014,0.95 m Kepler Telescope,
Kepler-304 c,2.170,,0.194,,,2014,0.95 m Kepler Telescope,
Kepler-304 d,2.750,,0.245,,,2014,0.95 m Kepler Telescope,
Kepler-305 b,3.600,10.50000,0.321,0.03300,,2013,0.95 m Kepler Telescope,
Kepler-305 c,3.300,6.00000,0.294,0.01900,,2013,0.95 m Kepler Telescope,
Kepler-305 d,2.710,,0.242,,,2014,0.95 m Kepler Telescope,
Kepler-306 b,1.520,,0.136,,,2014,0.95 m Kepler Telescope,
Kepler-306 c,2.350,,0.210,,,2014,0.95 m Kepler Telescope,
Kepler-306 d,2.470,,0.220,,,2014,0.95 m Kepler Telescope,
Kepler-306 e,2.270,,0.203,,,2014,0.95 m Kepler Telescope,
Kepler-307 b,3.200,3.10000,0.285,0.01000,,2013,0.95 m Kepler Telescope,
Kepler-307 c,2.800,1.50000,0.250,0.00500,,2013,0.95 m Kepler Telescope,
Kepler-308 b,2.120,,0.189,,,2014,0.95 m Kepler Telescope,
Kepler-308 c,2.160,,0.193,,,2014,0.95 m Kepler Telescope,
Kepler-309 b,1.560,,0.139,,,2014,0.95 m Kepler Telescope,
Kepler-309 c,2.510,,0.224,,,2014,0.95 m Kepler Telescope,
Kepler-31 b,5.500,,0.491,,2100.00,2011,0.95 m Kepler Telescope,
Kepler-31 c,5.300,1493.70000,0.473,4.70000,2100.00,2011,0.95 m Kepler Telescope,
Kepler-31 d,4.560,,0.407,,2100.00,2014,0.95 m Kepler Telescope,
Kepler-310 b,1.190,,0.106,,,2014,0.95 m Kepler Telescope,
Kepler-310 c,3.380,,0.302,,,2014,0.95 m Kepler Telescope,
Kepler-310 d,2.470,,0.220,,,2014,0.95 m Kepler Telescope,
Kepler-311 b,1.700,,0.152,,,2014,0.95 m Kepler Telescope,
Kepler-311 c,1.430,,0.128,,,2014,0.95 m Kepler Telescope,
Kepler-312 b,1.290,,0.115,,,2014,0.95 m Kepler Telescope,
Kepler-312 c,3.150,,0.281,,,2014,0.95 m Kepler Telescope,
Kepler-313 b,2.530,,0.226,,,2014,0.95 m Kepler Telescope,
Kepler-313 c,2.570,,0.229,,,2014,0.95 m Kepler Telescope,
Kepler-314 b,0.830,,0.074,,,2014,0.95 m Kepler Telescope,
Kepler-314 c,2.900,,0.259,,,2014,0.95 m Kepler Telescope,
Kepler-315 b,3.770,,0.336,,,2014,0.95 m Kepler Telescope,
Kepler-315 c,4.150,,0.370,,,2014,0.95 m Kepler Telescope,
Kepler-316 b,1.060,,0.095,,,2014,0.95 m Kepler Telescope,
Kepler-316 c,1.160,,0.103,,,2014,0.95 m Kepler Telescope,
Kepler-317 b,2.090,,0.186,,,2014,0.95 m Kepler Telescope,
Kepler-317 c,1.720,,0.153,,,2014,0.95 m Kepler Telescope,
Kepler-318 b,4.710,,0.420,,,2014,0.95 m Kepler Telescope,
Kepler-318 c,3.680,,0.328,,,2014,0.95 m Kepler Telescope,
Kepler-319 b,1.630,,0.145,,,2014,0.95 m Kepler Telescope,
Kepler-319 c,2.630,,0.235,,,2014,0.95 m Kepler Telescope,
Kepler-319 d,2.290,,0.204,,,2014,0.95 m Kepler Telescope,
Kepler-32 b,2.200,1303.00000,0.196,4.10000,303.00,2011,0.95 m Kepler Telescope,
Kepler-32 c,2.000,158.90000,0.178,0.50000,303.00,2011,0.95 m Kepler Telescope,
Kepler-32 d,2.700,,0.241,,303.00,2012,0.95 m Kepler Telescope,340
Kepler-32 e,1.500,,0.134,,303.00,2012,0.95 m Kepler Telescope,680
Kepler-32 f,0.810,,0.072,,303.00,2012,0.95 m Kepler Telescope,1100
Kepler-320 b,1.140,,0.102,,,2014,0.95 m Kepler Telescope,
Kepler-320 c,1.370,,0.122,,,2014,0.95 m Kepler Telescope,
Kepler-321 b,1.770,,0.158,,,2014,0.95 m Kepler Telescope,
Kepler-321 c,2.320,,0.207,,,2014,0.95 m Kepler Telescope,
Kepler-322 b,1.010,,0.090,,,2014,0.95 m Kepler Telescope,
Kepler-322 c,1.670,,0.149,,,2014,0.95 m Kepler Telescope,
Kepler-323 b,1.430,,0.128,,,2014,0.95 m Kepler Telescope,
Kepler-323 c,1.630,,0.145,,,2014,0.95 m Kepler Telescope,
Kepler-324 b,1.140,,0.102,,,2014,0.95 m Kepler Telescope,
Kepler-324 c,3.150,,0.281,,,2014,0.95 m Kepler Telescope,
Kepler-325 b,2.910,,0.260,,,2014,0.95 m Kepler Telescope,
Kepler-325 c,2.540,,0.227,,,2014,0.95 m Kepler Telescope,
Kepler-325 d,2.790,,0.249,,,2014,0.95 m Kepler Telescope,
Kepler-326 b,1.520,,0.136,,,2014,0.95 m Kepler Telescope,
Kepler-326 c,1.400,,0.125,,,2014,0.95 m Kepler Telescope,
Kepler-326 d,1.210,,0.108,,,2014,0.95 m Kepler Telescope,
Kepler-327 b,1.110,,0.099,,,2014,0.95 m Kepler Telescope,
Kepler-327 c,1.030,,0.092,,,2014,0.95 m Kepler Telescope,
Kepler-327 d,1.730,,0.154,,,2014,0.95 m Kepler Telescope,
Kepler-328 b,2.300,28.50000,0.205,0.09000,,2013,0.95 m Kepler Telescope,
Kepler-328 c,5.400,39.40000,0.482,0.12400,,2013,0.95 m Kepler Telescope,
Kepler-329 b,1.400,,0.125,,,2014,0.95 m Kepler Telescope,
Kepler-329 c,1.930,,0.172,,,2014,0.95 m Kepler Telescope,
Kepler-33 b,1.740,,0.155,,,2011,0.95 m Kepler Telescope,
Kepler-33 c,3.200,,0.285,,,2011,0.95 m Kepler Telescope,
Kepler-33 d,5.350,,0.477,,,2011,0.95 m Kepler Telescope,
Kepler-33 e,4.020,,0.359,,,2011,0.95 m Kepler Telescope,
Kepler-33 f,4.460,,0.398,,,2011,0.95 m Kepler Telescope,
Kepler-330 b,1.350,,0.120,,,2014,0.95 m Kepler Telescope,
Kepler-330 c,1.950,,0.174,,,2014,0.95 m Kepler Telescope,
Kepler-331 b,1.820,,0.162,,,2014,0.95 m Kepler Telescope,
Kepler-331 c,1.840,,0.164,,,2014,0.95 m Kepler Telescope,
Kepler-331 d,1.640,,0.146,,,2014,0.95 m Kepler Telescope,
Kepler-332 b,1.170,,0.104,,,2014,0.95 m Kepler Telescope,
Kepler-332 c,1.090,,0.097,,,2014,0.95 m Kepler Telescope,
Kepler-332 d,1.180,,0.105,,,2014,0.95 m Kepler Telescope,
Kepler-333 b,1.320,,0.118,,,2014,0.95 m Kepler Telescope,
Kepler-333 c,1.110,,0.099,,,2014,0.95 m Kepler Telescope,
Kepler-334 b,1.120,,0.100,,,2014,0.95 m Kepler Telescope,
Kepler-334 c,1.430,,0.128,,,2014,0.95 m Kepler Telescope,
Kepler-334 d,1.410,,0.126,,,2014,0.95 m Kepler Telescope,
Kepler-335 b,3.390,,0.302,,,2014,0.95 m Kepler Telescope,
Kepler-335 c,3.070,,0.274,,,2014,0.95 m Kepler Telescope,
Kepler-336 b,1.020,,0.091,,,2014,0.95 m Kepler Telescope,
Kepler-336 c,2.100,,0.187,,,2014,0.95 m Kepler Telescope,
Kepler-336 d,2.370,,0.211,,,2014,0.95 m Kepler Telescope,
Kepler-337 b,1.540,,0.137,,,2014,0.95 m Kepler Telescope,
Kepler-337 c,2.050,,0.183,,,2014,0.95 m Kepler Telescope,
Kepler-338 b,2.440,,0.218,,,2014,0.95 m Kepler Telescope,
Kepler-338 c,2.340,,0.209,,,2014,0.95 m Kepler Telescope,
Kepler-338 d,3.000,,0.268,,,2014,0.95 m Kepler Telescope,
Kepler-338 e,1.560,8.50000,0.139,0.02700,,2014,0.95 m Kepler Telescope,
Kepler-339 b,1.420,,0.127,,,2014,0.95 m Kepler Telescope,
Kepler-339 c,1.150,,0.103,,,2014,0.95 m Kepler Telescope,
Kepler-339 d,1.170,,0.104,,,2014,0.95 m Kepler Telescope,
Kepler-34 b,8.564,69.92000,0.764,0.22000,1499.00,2011,0.95 m Kepler Telescope,
Kepler-340 b,2.530,,0.226,,,2014,0.95 m Kepler Telescope,
Kepler-340 c,3.370,,0.301,,,2014,0.95 m Kepler Telescope,
Kepler-341 b,1.180,,0.105,,,2014,0.95 m Kepler Telescope,
Kepler-341 c,1.700,,0.152,,,2014,0.95 m Kepler Telescope,
Kepler-341 d,1.850,,0.165,,,2014,0.95 m Kepler Telescope,
Kepler-341 e,1.990,,0.178,,,2014,0.95 m Kepler Telescope,
Kepler-342 b,2.250,,0.201,,,2014,0.95 m Kepler Telescope,
Kepler-342 c,1.960,,0.175,,,2014,0.95 m Kepler Telescope,
Kepler-342 d,2.490,,0.222,,,2014,0.95 m Kepler Telescope,
Kepler-343 b,2.410,,0.215,,,2014,0.95 m Kepler Telescope,
Kepler-343 c,2.020,,0.180,,,2014,0.95 m Kepler Telescope,
Kepler-344 b,2.610,,0.233,,,2014,0.95 m Kepler Telescope,
Kepler-344 c,2.950,,0.263,,,2014,0.95 m Kepler Telescope,
Kepler-345 b,0.740,,0.066,,,2014,0.95 m Kepler Telescope,
Kepler-345 c,1.200,,0.107,,,2014,0.95 m Kepler Telescope,
Kepler-346 b,2.660,,0.237,,,2014,0.95 m Kepler Telescope,
Kepler-346 c,3.070,,0.274,,,2014,0.95 m Kepler Telescope,
Kepler-347 b,1.970,,0.176,,,2014,0.95 m Kepler Telescope,
Kepler-347 c,1.750,,0.156,,,2014,0.95 m Kepler Telescope,
Kepler-348 b,1.520,,0.136,,,2014,0.95 m Kepler Telescope,
Kepler-348 c,1.330,,0.119,,,2014,0.95 m Kepler Telescope,
Kepler-349 b,1.900,,0.170,,,2014,0.95 m Kepler Telescope,
Kepler-349 c,1.960,,0.175,,,2014,0.95 m Kepler Telescope,
Kepler-35 b,8.160,40.36300,0.728,0.12700,1645.00,2011,0.95 m Kepler Telescope,
Kepler-350 b,1.850,,0.165,,,2014,0.95 m Kepler Telescope,
Kepler-350 c,3.100,6.10000,0.277,0.01900,,2013,0.95 m Kepler Telescope,
Kepler-350 d,2.800,14.90000,0.250,0.04700,,2013,0.95 m Kepler Telescope,
Kepler-351 b,3.060,,0.273,,,2014,0.95 m Kepler Telescope,
Kepler-351 c,3.190,,0.285,,,2014,0.95 m Kepler Telescope,
Kepler-352 b,0.860,,0.077,,,2014,0.95 m Kepler Telescope,
Kepler-352 c,1.240,,0.111,,,2014,0.95 m Kepler Telescope,
Kepler-353 b,0.890,,0.079,,,2014,0.95 m Kepler Telescope,
Kepler-353 c,1.380,,0.123,,,2014,0.95 m Kepler Telescope,
Kepler-354 b,1.840,,0.164,,,2014,0.95 m Kepler Telescope,
Kepler-354 c,1.310,,0.117,,,2014,0.95 m Kepler Telescope,
Kepler-354 d,1.240,,0.111,,,2014,0.95 m Kepler Telescope,
Kepler-355 b,1.460,,0.130,,,2014,0.95 m Kepler Telescope,
Kepler-355 c,2.710,,0.242,,,2014,0.95 m Kepler Telescope,
Kepler-356 b,1.570,,0.140,,,2014,0.95 m Kepler Telescope,
Kepler-356 c,1.810,,0.161,,,2014,0.95 m Kepler Telescope,
Kepler-357 b,1.840,,0.164,,,2014,0.95 m Kepler Telescope,
Kepler-357 c,2.670,,0.238,,,2014,0.95 m Kepler Telescope,
Kepler-357 d,3.430,,0.306,,,2014,0.95 m Kepler Telescope,
Kepler-358 b,2.720,,0.243,,,2014,0.95 m Kepler Telescope,
Kepler-358 c,2.850,,0.254,,,2014,0.95 m Kepler Telescope,
Kepler-359 b,3.530,,0.315,,,2014,0.95 m Kepler Telescope,
Kepler-359 c,4.300,,0.384,,,2014,0.95 m Kepler Telescope,
Kepler-359 d,4.010,,0.358,,,2014,0.95 m Kepler Telescope,
Kepler-36 b,1.486,4.45000,0.133,0.01400,470.00,2012,0.95 m Kepler Telescope,978
Kepler-36 c,3.679,8.08000,0.328,0.02500,470.00,2012,0.95 m Kepler Telescope,928
Kepler-360 b,1.650,,0.147,,,2014,0.95 m Kepler Telescope,
Kepler-360 c,2.100,,0.187,,,2014,0.95 m Kepler Telescope,
Kepler-361 b,1.450,,0.129,,,2014,0.95 m Kepler Telescope,
Kepler-361 c,2.520,,0.225,,,2014,0.95 m Kepler Telescope,
Kepler-362 b,0.880,,0.079,,,2014,0.95 m Kepler Telescope,
Kepler-362 c,1.450,,0.129,,,2014,0.95 m Kepler Telescope,
Kepler-363 b,1.160,,0.103,,,2014,0.95 m Kepler Telescope,
Kepler-363 c,1.690,,0.151,,,2014,0.95 m Kepler Telescope,
Kepler-363 d,2.050,,0.183,,,2014,0.95 m Kepler Telescope,
Kepler-364 b,1.550,,0.138,,,2014,0.95 m Kepler Telescope,
Kepler-364 c,2.150,,0.192,,,2014,0.95 m Kepler Telescope,
Kepler-365 b,2.040,,0.182,,,2014,0.95 m Kepler Telescope,
Kepler-365 c,1.640,,0.146,,,2014,0.95 m Kepler Telescope,
Kepler-366 b,1.460,,0.130,,,2014,0.95 m Kepler Telescope,
Kepler-366 c,1.790,,0.160,,,2014,0.95 m Kepler Telescope,
Kepler-367 b,1.300,,0.116,,,2014,0.95 m Kepler Telescope,
Kepler-367 c,1.200,,0.107,,,2014,0.95 m Kepler Telescope,
Kepler-368 b,3.260,,0.291,,,2014,0.95 m Kepler Telescope,
Kepler-368 c,3.880,,0.346,,,2014,0.95 m Kepler Telescope,
Kepler-369 b,1.130,,0.101,,,2014,0.95 m Kepler Telescope,
Kepler-369 c,1.410,,0.126,,,2014,0.95 m Kepler Telescope,
Kepler-37 b,0.303,,0.027,,66.00,2013,0.95 m Kepler Telescope,
Kepler-37 c,0.742,,0.066,,66.00,2013,0.95 m Kepler Telescope,
Kepler-37 d,1.990,,0.178,,66.00,2013,0.95 m Kepler Telescope,
Kepler-37 e,,,,,66.00,2014,0.95 m Kepler Telescope,
Kepler-370 b,1.590,,0.142,,,2014,0.95 m Kepler Telescope,
Kepler-370 c,1.910,,0.170,,,2014,0.95 m Kepler Telescope,
